id,y
0,0.81115913
1,0.0674475
2,0.022855429
3,0.0035783947
4,0.05918753
5,0.011233104
6,0.01809446
7,0.13800505
8,0.03897866
9,0.006255228
10,0.003473601
11,0.051213637
12,0.020965345
13,0.08375578
14,0.03207872
15,0.027226023
16,0.074847415
17,0.0054837274
18,0.1222757
19,0.06053918
20,0.12184351
21,0.1873398
22,0.013253574
23,0.0056742835
24,0.12637737
25,0.76016074
26,0.10108033
27,0.0037432984
28,0.018178102
29,0.005990265
30,0.0037237727
31,0.0036351527
32,0.04776164
33,0.005059638
34,0.14861107
35,0.07343555
36,0.008462983
37,0.022608666
38,0.06597059
39,0.109292425
40,0.028289441
41,0.09395783
42,0.008963503
43,0.012983109
44,0.045644473
45,0.17327276
46,0.10874429
47,0.07659198
48,0.095380954
49,0.04160306
50,0.07380039
51,0.04575602
52,0.0055829664
53,0.0160811
54,0.012701183
55,0.005050513
56,0.058581673
57,0.05618474
58,0.47902805
59,0.030967824
60,0.13167228
61,0.064974755
62,0.024122773
63,0.031687886
64,0.10466554
65,0.86581904
66,0.27167818
67,0.15361121
68,0.02336138
69,0.07108044
70,0.07910007
71,0.06733703
72,0.0036050107
73,0.013145739
74,0.01869492
75,0.04106538
76,0.14598234
77,0.06330331
78,0.012044215
79,0.037919216
80,0.045710478
81,0.027598057
82,0.034293704
83,0.16952768
84,0.003697417
85,0.0058118096
86,0.16421242
87,0.1186442
88,0.78283167
89,0.16021517
90,0.056618087
91,0.03527384
92,0.38782278
93,0.07017063
94,0.0410933
95,0.07500739
96,0.005483057
97,0.027096203
98,0.0040392056
99,0.008937715
100,0.5400753
101,0.0031694002
102,0.037901964
103,0.012932945
104,0.0035628746
105,0.8756861
106,0.041618623
107,0.013193332
108,0.0035002504
109,0.035957776
110,0.051744055
111,0.10885084
112,0.056986134
113,0.037619952
114,0.02101486
115,0.007429674
116,0.024225278
117,0.018353824
118,0.19847156
119,0.038189717
120,0.032602668
121,0.5075165
122,0.056174487
123,0.08865235
124,0.14275222
125,0.035263967
126,0.010360292
127,0.014312355
128,0.0426524
129,0.08412215
130,0.30642483
131,0.006038758
132,0.034843143
133,0.06029175
134,0.0033393737
135,0.018183801
136,0.07346232
137,0.0071941563
138,0.076173216
139,0.025695173
140,0.086602546
141,0.13210621
142,0.0052599115
143,0.23940632
144,0.011918425
145,0.16909525
146,0.035730176
147,0.01073962
148,0.080556914
149,0.08265689
150,0.0032564527
151,0.020825272
152,0.010246334
153,0.03091786
154,0.15275207
155,0.011067404
156,0.11736859
157,0.014199747
158,0.026144119
159,0.74468297
160,0.02289355
161,0.10919932
162,0.061381184
163,0.03893484
164,0.007087188
165,0.059139248
166,0.06847867
167,0.03607266
168,0.09356954
169,0.047777668
170,0.16512379
171,0.0033393737
172,0.8310598
173,0.15221468
174,0.0574997
175,0.3358155
176,0.05867626
177,0.011801771
178,0.09429967
179,0.1702765
180,0.1149242
181,0.06570024
182,0.029271899
183,0.05182509
184,0.05445688
185,0.04582289
186,0.1044558
187,0.040526755
188,0.0031273183
189,0.07529778
190,0.015405178
191,0.17618158
192,0.2302132
193,0.08178947
194,0.018850518
195,0.519308
196,0.27193108
197,0.014968542
198,0.23076466
199,0.062368337
200,0.051035892
201,0.108569406
202,0.028398558
203,0.6565094
204,0.08473688
205,0.18054378
206,0.0036351527
207,0.04368624
208,0.0750983
209,0.027668245
210,0.50832874
211,0.1279081
212,0.005427978
213,0.0031271412
214,0.013080334
215,0.6634509
216,0.078151256
217,0.016935898
218,0.0058863815
219,0.11626004
220,0.051011972
221,0.003372334
222,0.0151345795
223,0.016095895
224,0.009583181
225,0.083437815
226,0.028111093
227,0.07304675
228,0.07903529
229,0.019815918
230,0.059132896
231,0.064431705
232,0.011504938
233,0.03397159
234,0.0036220986
235,0.050869826
236,0.064388655
237,0.16289595
238,0.04142807
239,0.017529657
240,0.0043825717
241,0.023055157
242,0.066713646
243,0.004438967
244,0.0036563757
245,0.02792049
246,0.43847367
247,0.037671532
248,0.00317238
249,0.036042187
250,0.029677039
251,0.042483635
252,0.16007453
253,0.34097722
254,0.03749644
255,0.09558842
256,0.0037556689
257,0.009887004
258,0.04326446
259,0.13468018
260,0.012108095
261,0.079457775
262,0.04459521
263,0.111483276
264,0.033405196
265,0.047847755
266,0.010537435
267,0.0034861218
268,0.0036220986
269,0.007956294
270,0.015270726
271,0.030223329
272,0.090060085
273,0.119941324
274,0.06704723
275,0.019906165
276,0.029874641
277,0.45987305
278,0.08847451
279,0.04918439
280,0.22983281
281,0.054343186
282,0.003722416
283,0.014081537
284,0.042004652
285,0.010931645
286,0.27235433
287,0.0033081213
288,0.09548743
289,0.07328589
290,0.085874826
291,0.02319458
292,0.07207467
293,0.18994164
294,0.024117569
295,0.02627925
296,0.0038789748
297,0.0067220377
298,0.03471956
299,0.12421231
300,0.4297276
301,0.008131759
302,0.20550957
303,0.0040430934
304,0.04578342
305,0.006427533
306,0.056233093
307,0.031939
308,0.023248859
309,0.016217716
310,0.03402623
311,0.067152746
312,0.039422236
313,0.0285251
314,0.03537582
315,0.033894163
316,0.35945952
317,0.22273163
318,0.11434733
319,0.07599319
320,0.044524662
321,0.021412343
322,0.043254703
323,0.006478653
324,0.06271604
325,0.004378317
326,0.0039482
327,0.0047731358
328,0.02654606
329,0.021437882
330,0.06685072
331,0.34126136
332,0.007504914
333,0.035120424
334,0.007227958
335,0.0038659703
336,0.0074925963
337,0.0034859243
338,0.07781506
339,0.013159343
340,0.018457271
341,0.1071841
342,0.0037495277
343,0.09947899
344,0.07064646
345,0.08815735
346,0.03746443
347,0.011447954
348,0.124646634
349,0.047715835
350,0.04685838
351,0.04993815
352,0.06692683
353,0.0331331
354,0.20805645
355,0.03394961
356,0.04219889
357,0.027006831
358,0.103704564
359,0.06448113
360,0.06353748
361,0.0067710048
362,0.005870123
363,0.0031694002
364,0.12165142
365,0.09671431
366,0.012232803
367,0.008117595
368,0.017997256
369,0.12714851
370,0.007429674
371,0.3762587
372,0.10319962
373,0.12605757
374,0.15603046
375,0.0063944254
376,0.027640274
377,0.6151465
378,0.10964184
379,0.0040379222
380,0.053346183
381,0.06346764
382,0.023386965
383,0.05791092
384,0.0035273246
385,0.19017404
386,0.112910815
387,0.045300018
388,0.011215656
389,0.012934894
390,0.051523507
391,0.066127166
392,0.09975074
393,0.35602918
394,0.026064122
395,0.02495368
396,0.14069676
397,0.019656971
398,0.020226441
399,0.07675083
400,0.014251356
401,0.1207044
402,0.3777116
403,0.07634054
404,0.05846806
405,0.07164145
406,0.12997337
407,0.0045645125
408,0.025590576
409,0.10561498
410,0.16118896
411,0.04429076
412,0.018286804
413,0.01382176
414,0.029030526
415,0.121504806
416,0.0656663
417,0.0036351527
418,0.015287206
419,0.042219244
420,0.003557558
421,0.003520326
422,0.027281601
423,0.11397284
424,0.052337177
425,0.055281486
426,0.015660495
427,0.03369951
428,0.037003152
429,0.065543085
430,0.05815345
431,0.037739564
432,0.013985059
433,0.0068209115
434,0.058105454
435,0.12949716
436,0.03003404
437,0.0075627253
438,0.011174226
439,0.0033081213
440,0.04482497
441,0.011897122
442,0.0031271412
443,0.020047648
444,0.06909394
445,0.047539905
446,0.01806355
447,0.10535515
448,0.020860989
449,0.061692316
450,0.045099825
451,0.025642559
452,0.108375445
453,0.0749535
454,0.022207264
455,0.024811402
456,0.043067634
457,0.5087962
458,0.07402217
459,0.015526539
460,0.20753196
461,0.035778087
462,0.024998443
463,0.017026346
464,0.011021838
465,0.035079937
466,0.017526053
467,0.008777724
468,0.060823925
469,0.056444243
470,0.08427649
471,0.0056245606
472,0.0035628746
473,0.12980276
474,0.08423275
475,0.031332564
476,0.06478531
477,0.023793697
478,0.11095043
479,0.0034861218
480,0.059593838
481,0.091395885
482,0.015667155
483,0.0030547134
484,0.101240635
485,0.08701456
486,0.03505111
487,0.13431749
488,0.8496432
489,0.032296527
490,0.11368233
491,0.09390231
492,0.05794535
493,0.04206574
494,0.033400632
495,0.20810802
496,0.021699844
497,0.043683052
498,0.16929953
499,0.049474683
500,0.042505093
501,0.010286606
502,0.031060489
503,0.07631108
504,0.011516082
505,0.19240224
506,0.044659495
507,0.07383431
508,0.0033081213
509,0.003533014
510,0.03723043
511,0.0035628746
512,0.08951587
513,0.030992253
514,0.008067393
515,0.03612219
516,0.039562616
517,0.0036351527
518,0.074416645
519,0.01728201
520,0.015669545
521,0.27735698
522,0.071268
523,0.010248307
524,0.026281243
525,0.032575596
526,0.0064459615
527,0.07008366
528,0.12030422
529,0.008161153
530,0.03790832
531,0.028762367
532,0.041201133
533,0.020282278
534,0.004328287
535,0.12184351
536,0.092614554
537,0.06881845
538,0.0060688355
539,0.02248482
540,0.06567734
541,0.024972271
542,0.41919976
543,0.016586442
544,0.05772242
545,0.11215787
546,0.102848716
547,0.11049571
548,0.0042116903
549,0.016730295
550,0.03430851
551,0.019980405
552,0.022665497
553,0.0034861218
554,0.018409818
555,0.043561902
556,0.09750579
557,0.046059374
558,0.011634128
559,0.0033757621
560,0.06464795
561,0.054096647
562,0.016369939
563,0.012677275
564,0.0153205255
565,0.09400179
566,0.042999934
567,0.003196197
568,0.056359783
569,0.0036050107
570,0.15953712
571,0.0034131
572,0.0031271412
573,0.06930873
574,0.003426541
575,0.024349116
576,0.0296188
577,0.022028405
578,0.0869132
579,0.06220887
580,0.020751169
581,0.015392216
582,0.0036169344
583,0.0031271412
584,0.007142103
585,0.09183406
586,0.058750924
587,0.016240615
588,0.07805301
589,0.0033393737
590,0.10815657
591,0.05942996
592,0.07311451
593,0.07769592
594,0.0061350996
595,0.028664855
596,0.0040300237
597,0.037336726
598,0.022126662
599,0.0059612156
600,0.0040300237
601,0.024964044
602,0.10396873
603,0.0035060246
604,0.857882
605,0.24027567
606,0.029368661
607,0.10241288
608,0.0945797
609,0.010338705
610,0.12649244
611,0.07324123
612,0.011206792
613,0.008413661
614,0.053486202
615,0.15041839
616,0.02640509
617,0.012869083
618,0.045906994
619,0.024349956
620,0.097390145
621,0.13111073
622,0.021430535
623,0.46318924
624,0.026192773
625,0.039052192
626,0.042441726
627,0.022030003
628,0.018317884
629,0.025369773
630,0.005784833
631,0.0739509
632,0.12212259
633,0.24500293
634,0.0068085277
635,0.17254059
636,0.08905219
637,0.05068487
638,0.025424851
639,0.0669664
640,0.010948982
641,0.007851297
642,0.007145759
643,0.038678586
644,0.025490312
645,0.21463013
646,0.07571111
647,0.051143985
648,0.0323695
649,0.011539501
650,0.06330608
651,0.012601154
652,0.023917822
653,0.004034639
654,0.09961735
655,0.06790279
656,0.16115747
657,0.056485265
658,0.01266483
659,0.04637265
660,0.0036050107
661,0.7452487
662,0.046498984
663,0.056372806
664,0.03864031
665,0.04634089
666,0.003838104
667,0.16092026
668,0.16941538
669,0.04753627
670,0.0384909
671,0.045803472
672,0.112666205
673,0.07357434
674,0.84946156
675,0.041368935
676,0.0040700682
677,0.0033393737
678,0.093611024
679,0.09739929
680,0.06564709
681,0.060442425
682,0.010340511
683,0.017981082
684,0.06748738
685,0.07149817
686,0.025932996
687,0.021413483
688,0.261823
689,0.07271687
690,0.022997674
691,0.06491555
692,0.04953442
693,0.03733216
694,0.0034677032
695,0.05038697
696,0.07634577
697,0.082605764
698,0.02384106
699,0.030419115
700,0.04064956
701,0.012184952
702,0.05751677
703,0.016580064
704,0.0033273785
705,0.00954705
706,0.48371005
707,0.009416993
708,0.06574076
709,0.09837852
710,0.014411958
711,0.23711684
712,0.1023383
713,0.11002492
714,0.027245574
715,0.023181189
716,0.043781362
717,0.017074367
718,0.008434505
719,0.028494399
720,0.0031273183
721,0.005327582
722,0.014937183
723,0.010445101
724,0.16418768
725,0.1446612
726,0.038859785
727,0.040913824
728,0.022026595
729,0.19790347
730,0.20411292
731,0.042912554
732,0.23655069
733,0.08500934
734,0.03991705
735,0.028003983
736,0.038250796
737,0.056774553
738,0.031002823
739,0.06906274
740,0.02553026
741,0.05125912
742,0.013587575
743,0.03349442
744,0.09494757
745,0.033996206
746,0.052074153
747,0.24363652
748,0.0053607887
749,0.019409865
750,0.1064318
751,0.043784536
752,0.038918644
753,0.0040300237
754,0.024863407
755,0.02998364
756,0.041749667
757,0.045694914
758,0.2623404
759,0.0031271412
760,0.029270409
761,0.05476599
762,0.030394135
763,0.060668547
764,0.01035886
765,0.10002547
766,0.03854969
767,0.047001544
