0,0.7130788
1,0.079685904
2,0.026113369
3,0.0067881346
4,0.060255103
5,0.011842281
6,0.016385667
7,0.17164685
8,0.051226713
9,0.008136295
10,0.0059963167
11,0.05268071
12,0.016163021
13,0.116842784
14,0.03056705
15,0.037308894
16,0.05324257
17,0.005272113
18,0.11275441
19,0.06803288
20,0.1272949
21,0.13601092
22,0.0111454055
23,0.007955596
24,0.12719287
25,0.7558054
26,0.084784865
27,0.007025905
28,0.03713464
29,0.008206084
30,0.006543249
31,0.0064089
32,0.039167434
33,0.008363023
34,0.12444015
35,0.06766424
36,0.020283505
37,0.018475391
38,0.08953368
39,0.13911062
40,0.021062389
41,0.10863207
42,0.010339722
43,0.041997932
44,0.05218699
45,0.17994863
46,0.062434018
47,0.11241385
48,0.12899943
49,0.020841971
50,0.05750601
51,0.04187212
52,0.006784804
53,0.011770919
54,0.014889181
55,0.008313388
56,0.056655616
57,0.06659799
58,0.7055225
59,0.047788806
60,0.16421273
61,0.13086337
62,0.022218324
63,0.042814486
64,0.10024438
65,0.6578449
66,0.27063957
67,0.16431688
68,0.013596952
69,0.07611607
70,0.06344222
71,0.0589931
72,0.0063864887
73,0.016287833
74,0.016691096
75,0.03153204
76,0.12100744
77,0.049708188
78,0.021584414
79,0.03200881
80,0.031253666
81,0.008328952
82,0.0490328
83,0.13431981
84,0.0059116036
85,0.008902103
86,0.12182639
87,0.12710509
88,0.6073104
89,0.06790644
90,0.08421908
91,0.03720788
92,0.27346742
93,0.07645651
94,0.03426575
95,0.07489266
96,0.012416013
97,0.019640103
98,0.007599391
99,0.012283735
100,0.40451688
101,0.006406948
102,0.028244957
103,0.0140707195
104,0.0059090257
105,0.8789324
106,0.034062684
107,0.011539534
108,0.0078310445
109,0.022430964
110,0.03138733
111,0.11046048
112,0.045555845
113,0.02935329
114,0.023981556
115,0.01286044
116,0.013776958
117,0.015061773
118,0.24212626
119,0.059586577
120,0.032217838
121,0.26023942
122,0.045197204
123,0.088392235
124,0.12537488
125,0.018178336
126,0.010127783
127,0.015908808
128,0.045998402
129,0.0756786
130,0.21820982
131,0.0077657253
132,0.05330047
133,0.049917504
134,0.0062666014
135,0.0113174915
136,0.09677319
137,0.011825718
138,0.08836107
139,0.03350111
140,0.16009045
141,0.119876586
142,0.010415696
143,0.17314124
144,0.012755863
145,0.17184776
146,0.031627856
147,0.00876978
148,0.057005152
149,0.062897675
150,0.0070216134
151,0.019803159
152,0.009228885
153,0.02246578
154,0.14137907
155,0.020357437
156,0.13129449
157,0.022169448
158,0.01986859
159,0.6065904
160,0.03122627
161,0.070331536
162,0.21954033
163,0.038362496
164,0.012638457
165,0.32581508
166,0.07485444
